fruit,path,label
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001932.png,4
Guava,images/Guava/guava total final\scene01241.png,3
Guava,images/Guava/guava total final\scene01681.png,3
Mango,images/Mango\Mango003544.png,5
Banana,images/Banana\Banana098.png,1
Apple,images/Apple\Apple 01021.png,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B00558.png,4
Apple,images/Apple\Apple 02382.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A00195.png,4
Persimmon,images/Persimmon\Persimmon1822.png,9
Pomegranate,images/Pomegranate\Pomegranet00252.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003171.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001391.png,4
Guava,images/Guava/guava total final\Guava0475.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A002061.png,4
Plum,images/Plum\PlumÒÇé1534.png,11
Guava,images/Guava/guava total final\Guava01852.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003583.png,4
muskmelon,images/muskmelon\Muskmelon 001223.png,14
Guava,images/Guava/guava total final\Guava1312.png,3
Mango,images/Mango\Mango00903.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003850.png,4
Pomegranate,images/Pomegranate\Pomegranet001875.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi004116.png,4
Orange,images/Orange\Orange001893.png,6
Tomatoes,images/Tomatoes\Tamotoes00205.png,13
Peach,images/Peach\Peach002307.png,7
Persimmon,images/Persimmon\Persimmon802.png,9
Peach,images/Peach\Peach001450.png,7
Plum,images/Plum\PlumÒÇé124.png,11
Pomegranate,images/Pomegranate\Pomegranet0045.png,12
Kiwi,images/Kiwi/Kiwi C\Kiwi C00428.png,4
Mango,images/Mango\Mango002988.png,5
Guava,images/Guava/guava total final\Guava01214.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001424.png,4
Plum,images/Plum\PlumÒÇé2199.png,11
Banana,images/Banana\Banana02656.png,1
Guava,images/Guava/guava total final\Guava01704.png,3
Guava,images/Guava/guava total final\Guava390.png,3
Carambola,images/Carambola\Carambola 001579.png,2
Peach,images/Peach\Peach001854.png,7
Banana,images/Banana\Banana01993.png,1
Guava,images/Guava/guava total final\Guava01330.png,3
Banana,images/Banana\Banana0171.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001394.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00130.png,4
Pear,images/Pear\Pear 442.png,8
Mango,images/Mango\Mango001214.png,5
Plum,images/Plum\PlumÒÇé1845.png,11
Orange,images/Orange\Orange0099.png,6
Guava,images/Guava/guava total final\Guava0399.png,3
Tomatoes,images/Tomatoes\Tamotoes00230.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003468.png,4
Banana,images/Banana\Banana02158.png,1
Plum,images/Plum\PlumÒÇé1041.png,11
Guava,images/Guava/guava total final\Guava01239.png,3
Tomatoes,images/Tomatoes\Tamotoes001160.png,13
Banana,images/Banana\Banana01283.png,1
Pear,images/Pear\Pear 804.png,8
Apple,images/Apple\Apple 02209.png,0
Guava,images/Guava/guava total final\Guava02536.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B00591.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001297.png,4
Pear,images/Pear\Pear 1189.png,8
Pomegranate,images/Pomegranate\Pomegranet001422.png,12
Persimmon,images/Persimmon\Persimmon1842.png,9
Banana,images/Banana\Banana02165.png,1
Guava,images/Guava/guava total final\Guava01668.png,3
Mango,images/Mango\Mango001557.png,5
Peach,images/Peach\Peach00295.png,7
Apple,images/Apple\Apple 02084.png,0
Guava,images/Guava/guava total final\Guava1589.png,3
Orange,images/Orange\Orange002544.png,6
Carambola,images/Carambola\Carambola 001548.png,2
Pomegranate,images/Pomegranate\Pomegranet0058.png,12
Guava,images/Guava/guava total final\cene00571.png,3
Tomatoes,images/Tomatoes\Tamotoes002066.png,13
Kiwi,images/Kiwi/Kiwi C\Kiwi C00936.png,4
Guava,images/Guava/guava total final\Guava01790.png,3
Guava,images/Guava/guava total final\Guava1017.png,3
Carambola,images/Carambola\Carambola 00472.png,2
Pitaya,images/Pitaya\Pitaya002265.png,10
Pitaya,images/Pitaya\Pitaya002109.png,10
Pear,images/Pear\Pear 569.png,8
Persimmon,images/Persimmon\Persimmon1220.png,9
Pomegranate,images/Pomegranate\Pomegranet001648.png,12
Tomatoes,images/Tomatoes\Tamotoes00296.png,13
muskmelon,images/muskmelon\Muskmelon 00967.png,14
Peach,images/Peach\Peach00494.png,7
Orange,images/Orange\Orange00998.png,6
Pomegranate,images/Pomegranate\Pomegranet001784.png,12
Tomatoes,images/Tomatoes\Tamotoes00377.png,13
Orange,images/Orange\Orange002641.png,6
Guava,images/Guava/guava total final\scene00561.png,3
Peach,images/Peach\Peach002360.png,7
Pitaya,images/Pitaya\Pitaya00362.png,10
muskmelon,images/muskmelon\Muskmelon 001710.png,14
Apple,images/Apple\Apple 0133.png,0
Kiwi,images/Kiwi/Kiwi C\Kiwi C00189.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00875.png,4
Mango,images/Mango\Mango001308.png,5
Mango,images/Mango\Mango003709.png,5
Guava,images/Guava/guava total final\Guava0496.png,3
Apple,images/Apple\Apple 0522.png,0
Guava,images/Guava/guava total final\Guava1602.png,3
Carambola,images/Carambola\Carambola 00415.png,2
Guava,images/Guava/guava total final\scene13921.png,3
Plum,images/Plum\PlumÒÇé1398.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A001042.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00305.png,4
Tomatoes,images/Tomatoes\Tamotoes00674.png,13
Persimmon,images/Persimmon\Persimmon118.png,9
Guava,images/Guava/guava total final\Guava1157.png,3
Guava,images/Guava/guava total final\cene09691.png,3
Pear,images/Pear\Pear 1386.png,8
Pear,images/Pear\Pear 1390.png,8
Banana,images/Banana\Banana02744.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A00539.png,4
Plum,images/Plum\PlumÒÇé1984.png,11
Pomegranate,images/Pomegranate\Pomegranet00744.png,12
Banana,images/Banana\Banana02799.png,1
Kiwi,images/Kiwi/kiwi A\Kiwi A00417.png,4
Pomegranate,images/Pomegranate\Pomegranet001400.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001598.png,4
Pear,images/Pear\Pear 1749.png,8
Carambola,images/Carambola\Carambola 00714.png,2
Tomatoes,images/Tomatoes\Tamotoes00328.png,13
Kiwi,images/Kiwi/kiwi A\Kiwi A00306.png,4
Pitaya,images/Pitaya\Pitaya001160.png,10
Peach,images/Peach\Peach002554.png,7
Carambola,images/Carambola\Carambola 00713.png,2
muskmelon,images/muskmelon\Muskmelon 00691.png,14
Carambola,images/Carambola\Carambola 001651.png,2
Apple,images/Apple\Apple 01178.png,0
Guava,images/Guava/guava total final\scene13901.png,3
Carambola,images/Carambola\Carambola 00537.png,2
Tomatoes,images/Tomatoes\Tamotoes00669.png,13
Tomatoes,images/Tomatoes\Tamotoes002017.png,13
Mango,images/Mango\Mango00790.png,5
Pitaya,images/Pitaya\Pitaya00607.png,10
Peach,images/Peach\Peach00649.png,7
Pear,images/Pear\pear_0_2670.png,8
muskmelon,images/muskmelon\Muskmelon 001627.png,14
Orange,images/Orange\Orange001767.png,6
Banana,images/Banana\Banana01602.png,1
Pitaya,images/Pitaya\Pitaya002209.png,10
Plum,images/Plum\PlumÒÇé964.png,11
Apple,images/Apple\Apple 0697.png,0
Pomegranate,images/Pomegranate\Pomegranet0020.png,12
Apple,images/Apple\Apple 01090.png,0
Carambola,images/Carambola\Carambola 00622.png,2
Pitaya,images/Pitaya\Pitaya00623.png,10
Tomatoes,images/Tomatoes\Tamotoes001965.png,13
Pomegranate,images/Pomegranate\Pomegranet001252.png,12
Tomatoes,images/Tomatoes\Tamotoes002106.png,13
Mango,images/Mango\Mango003875.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A00659.png,4
muskmelon,images/muskmelon\Muskmelon 001494.png,14
Guava,images/Guava/guava total final\Guava336.png,3
Mango,images/Mango\Mango002154.png,5
Peach,images/Peach\Peach002319.png,7
muskmelon,images/muskmelon\Muskmelon 00861.png,14
Kiwi,images/Kiwi/kiwi A\Kiwi A001401.png,4
Guava,images/Guava/guava total final\Guava01832.png,3
muskmelon,images/muskmelon\Muskmelon 00823.png,14
Orange,images/Orange\Orange00595.png,6
Guava,images/Guava/guava total final\ene11941.png,3
Banana,images/Banana\Banana02115.png,1
Plum,images/Plum\PlumÒÇé2291.png,11
Peach,images/Peach\Peach00968.png,7
Kiwi,images/Kiwi/Kiwi B\Kiwi B00943.png,4
muskmelon,images/muskmelon\Muskmelon 0017.png,14
Guava,images/Guava/guava total final\Guava1297.png,3
Banana,images/Banana\Banana02815.png,1
Banana,images/Banana\Banana01207.png,1
Guava,images/Guava/guava total final\Guava03841.png,3
Pitaya,images/Pitaya\Pitaya001992.png,10
Guava,images/Guava/guava total final\Guava03374.png,3
Orange,images/Orange\Orange00924.png,6
Pear,images/Pear\Pear 1033.png,8
Pear,images/Pear\Pear 2135.png,8
Banana,images/Banana\Banana01390.png,1
Peach,images/Peach\Peach00310.png,7
Banana,images/Banana\Banana0607.png,1
Carambola,images/Carambola\Carambola 001643.png,2
Kiwi,images/Kiwi/Kiwi C\Kiwi C00599.png,4
Tomatoes,images/Tomatoes\Tamotoes002160.png,13
Mango,images/Mango\Mango002374.png,5
Carambola,images/Carambola\Carambola 00951.png,2
Tomatoes,images/Tomatoes\Tamotoes00678.png,13
Apple,images/Apple\Apple 01669.png,0
Banana,images/Banana\Banana01917.png,1
Apple,images/Apple\Apple 01035.png,0
Banana,images/Banana\Banana0388.png,1
Carambola,images/Carambola\Carambola 001059.png,2
Kiwi,images/Kiwi/Kiwi B\Kiwi B001025.png,4
Guava,images/Guava/guava total final\scene13621.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00658.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00150.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001818.png,4
Peach,images/Peach\Peach00243.png,7
Kiwi,images/Kiwi/kiwi A\Kiwi A001570.png,4
Carambola,images/Carambola\Carambola 001442.png,2
Persimmon,images/Persimmon\Persimmon1775.png,9
Pear,images/Pear\Pear 1067.png,8
Pomegranate,images/Pomegranate\Pomegranet001473.png,12
Orange,images/Orange\Orange002794.png,6
Guava,images/Guava/guava total final\Guava02847.png,3
Pitaya,images/Pitaya\Pitaya002238.png,10
Tomatoes,images/Tomatoes\Tamotoes001631.png,13
Mango,images/Mango\Mango003660.png,5
Apple,images/Apple\Apple 02071.png,0
Mango,images/Mango\Mango002719.png,5
Apple,images/Apple\Apple 0432.png,0
Guava,images/Guava/guava total final\Guava02708.png,3
Plum,images/Plum\PlumÒÇé177.png,11
Mango,images/Mango\Mango001523.png,5
Apple,images/Apple\Apple 03475.png,0
Guava,images/Guava/guava total final\Guava01831.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001318.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001583.png,4
Plum,images/Plum\PlumÒÇé657.png,11
Orange,images/Orange\Orange001275.png,6
Guava,images/Guava/guava total final\Guava01566.png,3
Mango,images/Mango\Mango002664.png,5
Plum,images/Plum\PlumÒÇé1881.png,11
Guava,images/Guava/guava total final\Guava0147.png,3
Pear,images/Pear\Pear 502.png,8
Apple,images/Apple\Apple 0968.png,0
Guava,images/Guava/guava total final\Guava1365.png,3
Apple,images/Apple\Apple 03029.png,0
Banana,images/Banana\Banana0876.png,1
Tomatoes,images/Tomatoes\Tamotoes001670.png,13
Guava,images/Guava/guava total final\Guava183.png,3
Banana,images/Banana\Banana01223.png,1
Pomegranate,images/Pomegranate\Pomegranet001876.png,12
Kiwi,images/Kiwi/Kiwi C\Kiwi C00859.png,4
Pear,images/Pear\Pear 2129.png,8
Apple,images/Apple\Apple 04205.jpeg,0
Pear,images/Pear\Pear 1414.png,8
Mango,images/Mango\Mango00232.png,5
muskmelon,images/muskmelon\Muskmelon 00137.png,14
Guava,images/Guava/guava total final\Guava0497.png,3
Apple,images/Apple\Apple 02929.png,0
Pear,images/Pear\Pear 1880.png,8
Apple,images/Apple\Apple 02305.png,0
Tomatoes,images/Tomatoes\Tamotoes00544.png,13
Guava,images/Guava/guava total final\Guava03265.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001091.png,4
muskmelon,images/muskmelon\Muskmelon 001646.png,14
Apple,images/Apple\Apple 02378.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A001343.png,4
Plum,images/Plum\PlumÒÇé452.png,11
Kiwi,images/Kiwi/Kiwi B\Kiwi B00157.png,4
Mango,images/Mango\Mango003415.png,5
Pitaya,images/Pitaya\Pitaya0078.png,10
Guava,images/Guava/guava total final\Guava714.png,3
Tomatoes,images/Tomatoes\Tamotoes002089.png,13
Guava,images/Guava/guava total final\Guava02610.png,3
Tomatoes,images/Tomatoes\Tamotoes00450.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00711.png,4
Guava,images/Guava/guava total final\Guava03476.png,3
Persimmon,images/Persimmon\Persimmon1599.png,9
Mango,images/Mango\Mango0041.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00362.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C0064.png,4
Banana,images/Banana\Banana0313.png,1
Persimmon,images/Persimmon\Persimmon162.png,9
Pear,images/Pear\Pear 1091.png,8
Pomegranate,images/Pomegranate\Pomegranet001987.png,12
Orange,images/Orange\Orange00255.png,6
Pomegranate,images/Pomegranate\Pomegranet001161.png,12
Guava,images/Guava/guava total final\Guava0966.png,3
Guava,images/Guava/guava total final\Guava02097.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003391.png,4
Pitaya,images/Pitaya\Pitaya00375.png,10
Plum,images/Plum\PlumÒÇé1783.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A001640.png,4
Guava,images/Guava/guava total final\Guava657.png,3
Orange,images/Orange\Orange002145.png,6
Pomegranate,images/Pomegranate\Pomegranet001066.png,12
Tomatoes,images/Tomatoes\Tamotoes001406.png,13
Carambola,images/Carambola\Carambola 001083.png,2
Guava,images/Guava/guava total final\Guava193.png,3
Banana,images/Banana\Banana02053.png,1
Orange,images/Orange\Orange002114.png,6
Pear,images/Pear\Pear 1034.png,8
Banana,images/Banana\Banana02711.png,1
Pear,images/Pear\Pear 52.png,8
Peach,images/Peach\Peach002218.png,7
Tomatoes,images/Tomatoes\Tamotoes00162.png,13
Kiwi,images/Kiwi/Kiwi B\Kiwi B00376.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003013.png,4
Guava,images/Guava/guava total final\Guava0207.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00515.png,4
Guava,images/Guava/guava total final\Guava0594.png,3
Mango,images/Mango\Mango003907.png,5
Orange,images/Orange\Orange00510.png,6
Carambola,images/Carambola\Carambola 00531.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001036.png,4
Orange,images/Orange\Orange002804.png,6
Mango,images/Mango\Mango00183.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002378.png,4
Guava,images/Guava/guava total final\cene13201.png,3
Banana,images/Banana\Banana0958.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003958.png,4
Apple,images/Apple\Apple 0744.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi004124.png,4
Tomatoes,images/Tomatoes\Tamotoes001909.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001126.png,4
Pomegranate,images/Pomegranate\Pomegranet001279.png,12
Persimmon,images/Persimmon\Persimmon1369.png,9
Pitaya,images/Pitaya\Pitaya002048.png,10
Peach,images/Peach\Peach00776.png,7
Plum,images/Plum\PlumÒÇé383.png,11
Pear,images/Pear\Pear 2041.png,8
Guava,images/Guava/guava total final\Guava02889.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B00244.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00287.png,4
Mango,images/Mango\Mango002290.png,5
Banana,images/Banana\Banana062.png,1
Apple,images/Apple\Apple 01308.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A00713.png,4
Pitaya,images/Pitaya\Pitaya001293.png,10
Apple,images/Apple\Apple 02653.png,0
Plum,images/Plum\PlumÒÇé490.png,11
Guava,images/Guava/guava total final\Guava143.png,3
Banana,images/Banana\Banana02095.png,1
Orange,images/Orange\Orange001164.png,6
Pear,images/Pear\Pear 2201.png,8
Apple,images/Apple\Apple 03568.png,0
Peach,images/Peach\Peach00283.png,7
Carambola,images/Carambola\Carambola 00915.png,2
Persimmon,images/Persimmon\Persimmon236.png,9
Kiwi,images/Kiwi/kiwi A\Kiwi A00865.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003517.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002880.png,4
Apple,images/Apple\Apple 04050.png,0
Carambola,images/Carambola\Carambola 00219.png,2
Pitaya,images/Pitaya\Pitaya002410.png,10
Orange,images/Orange\Orange00874.png,6
Mango,images/Mango\Mango002607.png,5
Plum,images/Plum\PlumÒÇé976.png,11
Mango,images/Mango\Mango002422.png,5
Tomatoes,images/Tomatoes\Tamotoes001177.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi005.png,4
Tomatoes,images/Tomatoes\Tamotoes00633.png,13
Pitaya,images/Pitaya\Pitaya001062.png,10
Apple,images/Apple\Apple 03899.png,0
Tomatoes,images/Tomatoes\Tamotoes00157.png,13
Guava,images/Guava/guava total final\Guava03255.png,3
muskmelon,images/muskmelon\Muskmelon 00311.png,14
Orange,images/Orange\Orange00105.png,6
Guava,images/Guava/guava total final\Guava02985.png,3
Mango,images/Mango\Mango003652.png,5
muskmelon,images/muskmelon\Muskmelon 00476.png,14
Orange,images/Orange\Orange00300.png,6
Pomegranate,images/Pomegranate\Pomegranet001253.png,12
muskmelon,images/muskmelon\Muskmelon 001694.png,14
Banana,images/Banana\Banana0634.png,1
Guava,images/Guava/guava total final\Guava02888.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B00199.png,4
Guava,images/Guava/guava total final\Guava03350.png,3
Plum,images/Plum\PlumÒÇé1296.png,11
Banana,images/Banana\Banana01771.png,1
Guava,images/Guava/guava total final\Guava02720.png,3
Guava,images/Guava/guava total final\Guava02598.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A00496.png,4
Orange,images/Orange\Orange001453.png,6
Orange,images/Orange\Orange002223.png,6
Guava,images/Guava/guava total final\Guava0170.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A00166.png,4
Guava,images/Guava/guava total final\cene12331.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A00598.png,4
Pomegranate,images/Pomegranate\Pomegranet001268.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003310.png,4
Plum,images/Plum\PlumÒÇé1903.png,11
Peach,images/Peach\Peach001445.png,7
Persimmon,images/Persimmon\Persimmon926.png,9
Carambola,images/Carambola\Carambola 00550.png,2
Apple,images/Apple\Apple 0101.png,0
Guava,images/Guava/guava total final\ene09781.png,3
Tomatoes,images/Tomatoes\Tamotoes001858.png,13
Plum,images/Plum\PlumÒÇé2208.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A001115.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003332.png,4
Plum,images/Plum\PlumÒÇé629.png,11
Peach,images/Peach\Peach001357.png,7
Banana,images/Banana\Banana01585.png,1
Apple,images/Apple\Apple 02342.png,0
Guava,images/Guava/guava total final\Guava1005.png,3
Plum,images/Plum\PlumÒÇé106.png,11
Apple,images/Apple\Apple 0477.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001922.png,4
Peach,images/Peach\Peach002245.png,7
Pitaya,images/Pitaya\Pitaya00962.png,10
Persimmon,images/Persimmon\Persimmon1900.png,9
Orange,images/Orange\Orange002552.png,6
Guava,images/Guava/guava total final\Guava01664.png,3
muskmelon,images/muskmelon\Muskmelon 001941.png,14
Apple,images/Apple\Apple 03539.png,0
Kiwi,images/Kiwi/Kiwi C\Kiwi C001004.png,4
Pomegranate,images/Pomegranate\Pomegranet001576.png,12
Orange,images/Orange\Orange001332.png,6
Guava,images/Guava/guava total final\Guava02924.png,3
Guava,images/Guava/guava total final\Guava562.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00832.png,4
Apple,images/Apple\Apple 04460.jpeg,0
Apple,images/Apple\Apple 01406.png,0
Orange,images/Orange\Orange00921.png,6
Apple,images/Apple\Apple 03181.png,0
Banana,images/Banana\Banana02269.png,1
Pomegranate,images/Pomegranate\Pomegranet00965.png,12
Guava,images/Guava/guava total final\Guava01584.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001261.png,4
Apple,images/Apple\Apple 036.png,0
Persimmon,images/Persimmon\Persimmon1090.png,9
Kiwi,images/Kiwi/Kiwi B\Kiwi B00356.png,4
Apple,images/Apple\Apple 02138.png,0
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001891.png,4
Mango,images/Mango\Mango003994.png,5
Apple,images/Apple\Apple 03976.png,0
Pitaya,images/Pitaya\Pitaya00891.png,10
Orange,images/Orange\Orange002944.png,6
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001955.png,4
Mango,images/Mango\Mango002569.png,5
Pear,images/Pear\Pear 2037.png,8
Mango,images/Mango\Mango00435.png,5
Pitaya,images/Pitaya\Pitaya001093.png,10
Tomatoes,images/Tomatoes\Tamotoes00757.png,13
Apple,images/Apple\Apple 01255.png,0
Pitaya,images/Pitaya\Pitaya001275.png,10
Tomatoes,images/Tomatoes\Tamotoes001012.png,13
Peach,images/Peach\Peach001940.png,7
Apple,images/Apple\Apple 0144.png,0
Tomatoes,images/Tomatoes\Tamotoes001894.png,13
Guava,images/Guava/guava total final\Guava03552.png,3
